,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Predicted_Outlet_Sales
4347,DRD13,15.0,Low Fat,0.049079463,Soft Drinks,65.2168,OUT046,1997,Small,Tier 1,Supermarket Type1,1037.8521051837042
4348,FDL36,15.1,Low Fat,0.0760611,Baking Goods,88.783,OUT035,2004,Small,Tier 2,Supermarket Type1,1542.723577698269
4349,FDI27,8.71,Regular,0.045948045,Dairy,47.2744,OUT013,1987,High,Tier 3,Supermarket Type1,740.1993689772148
4350,FDJ53,10.5,Low Fat,0.124763406,Frozen Foods,119.0098,OUT019,1985,Small,Tier 1,Grocery Store,282.5768915229589
4351,FDS44,12.65,Regular,0.0,Fruits and Vegetables,240.7538,OUT045,2002,Small,Tier 2,Supermarket Type1,3951.8300575050225
4352,FDE28,9.5,Regular,0.132546993,Frozen Foods,230.3668,OUT046,1997,Small,Tier 1,Supermarket Type1,3741.892429330701
4353,FDQ33,13.35,Low Fat,0.091578701,Snack Foods,151.5708,OUT018,2009,Medium,Tier 3,Supermarket Type2,2119.164159645364
4354,FDB37,20.25,Regular,0.023070588,Baking Goods,238.6538,OUT017,2007,Small,Tier 2,Supermarket Type1,4007.2097775499137
4355,FDQ31,5.785,Regular,0.053956419,Fruits and Vegetables,86.0856,OUT045,2002,Small,Tier 2,Supermarket Type1,1346.128246900574
4356,NCQ05,11.395,Low Fat,0.021606087,Health and Hygiene,150.0708,OUT046,1997,Small,Tier 1,Supermarket Type1,2376.0450586148777
4357,FDE10,6.67,Regular,0.089873267,Snack Foods,130.4626,OUT013,1987,High,Tier 3,Supermarket Type1,2103.2810439519976
4358,FDF38,11.8,Regular,0.026507096,Canned,39.8138,OUT017,2007,Small,Tier 2,Supermarket Type1,687.8762312509609
4359,FDE50,19.7,Regular,0.028373995,Canned,187.0556,OUT019,1985,Small,Tier 1,Grocery Store,461.5763974130666
4360,DRG37,16.2,Low Fat,0.032435523,Soft Drinks,154.9972,OUT010,1998,Small,Tier 3,Grocery Store,374.29949676503685
4361,NCH06,12.3,Low Fat,0.076673407,Household,248.346,OUT049,1999,Medium,Tier 1,Supermarket Type1,4072.792301685665
4362,FDY14,10.3,Low Fat,0.070182238,Dairy,264.6226,OUT045,2002,Small,Tier 2,Supermarket Type1,3871.019076095318
4363,FDO27,6.175,Regular,0.180090411,Meat,95.2752,OUT017,2007,Small,Tier 2,Supermarket Type1,1578.0250865015103
4364,FDQ19,7.35,Regular,0.014387462,Fruits and Vegetables,241.4512,OUT049,1999,Medium,Tier 1,Supermarket Type1,4154.007254362628
4365,FDZ26,11.6,Regular,0.252155886,Dairy,237.6222,OUT019,1985,Small,Tier 1,Grocery Store,586.324032883533
4366,FDN51,17.85,Regular,0.020929396,Meat,260.5936,OUT013,1987,High,Tier 3,Supermarket Type1,4170.47159544225
4367,FDK20,12.6,Regular,0.0,Fruits and Vegetables,121.9072,OUT035,2004,Small,Tier 2,Supermarket Type1,2176.2993216121617
4368,FDD40,20.25,Regular,0.014853619,Dairy,192.8162,OUT018,2009,Medium,Tier 3,Supermarket Type2,2672.5874484444657
4369,DRI25,19.6,Low Fat,0.034039542,Soft Drinks,57.0614,OUT018,2009,Medium,Tier 3,Supermarket Type2,770.9682335495588
4370,FDH56,9.8,Regular,0.064178182,Fruits and Vegetables,115.7492,OUT017,2007,Small,Tier 2,Supermarket Type1,1993.5885170385784
4371,FDI36,12.5,Regular,0.062041531,Baking Goods,196.8426,OUT027,1985,Medium,Tier 3,Supermarket Type3,5418.472329557703
4372,DRH11,5.98,Low Fat,0.075865756,Hard Drinks,56.6614,OUT018,2009,Medium,Tier 3,Supermarket Type2,753.8118153963824
4373,NCV18,6.775,Low Fat,0.105841179,Household,83.325,OUT017,2007,Small,Tier 2,Supermarket Type1,1363.3301867047694
4374,DRI01,7.97,Low Fat,0.034506514,Soft Drinks,172.6422,OUT049,1999,Medium,Tier 1,Supermarket Type1,2907.017832288737
4375,DRE48,8.43,Low Fat,0.017352667,Soft Drinks,198.7768,OUT049,1999,Medium,Tier 1,Supermarket Type1,3436.35748602538
4376,FDS51,13.35,Low Fat,0.032174409,Meat,60.4194,OUT035,2004,Small,Tier 2,Supermarket Type1,1017.4458034626463
4377,FDM38,5.885,Regular,0.093296061,Canned,50.5982,OUT017,2007,Small,Tier 2,Supermarket Type1,847.4897879362427
4378,FDB60,9.3,Low Fat,0.02838397,Baking Goods,193.3136,OUT027,1985,Medium,Tier 3,Supermarket Type3,5239.083075603946
4379,FDY58,11.65,Low Fat,0.039911033,Snack Foods,228.9694,OUT035,2004,Small,Tier 2,Supermarket Type1,4017.402938028645
4380,FDY22,16.5,Regular,0.160044589,Snack Foods,143.4128,OUT045,2002,Small,Tier 2,Supermarket Type1,2224.8734258500253
4381,FDF11,10.195,Regular,0.0,Starchy Foods,238.3538,OUT027,1985,Medium,Tier 3,Supermarket Type3,6511.969932525747
4382,FDZ51,11.3,Regular,0.054542505,Meat,97.2094,OUT035,2004,Small,Tier 2,Supermarket Type1,1690.979661601792
4383,FDQ45,9.5,Regular,0.010978804,Snack Foods,182.1608,OUT017,2007,Small,Tier 2,Supermarket Type1,3162.3411787955165
4384,FDF17,5.19,Low Fat,0.042612828,Frozen Foods,196.411,OUT035,2004,Small,Tier 2,Supermarket Type1,3360.1265767856435
4385,NCF31,9.13,Low Fat,0.051596351,Household,152.1024,OUT027,1985,Medium,Tier 3,Supermarket Type3,3909.4857043144493
4386,FDA37,7.81,Regular,0.055180797,Canned,125.2046,OUT013,1987,High,Tier 3,Supermarket Type1,2106.393874422485
4387,FDO51,6.785,Regular,0.0,Meat,43.4112,OUT046,1997,Small,Tier 1,Supermarket Type1,678.1224817043417
4388,FDF34,9.3,Regular,0.014007727,Snack Foods,198.1084,OUT013,1987,High,Tier 3,Supermarket Type1,3345.2889758805054
4389,FDD57,18.1,Low Fat,0.022490839,Fruits and Vegetables,96.0094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1375.3340749770773
4390,FDO37,8.06,Low Fat,0.021376678,Breakfast,229.3326,OUT046,1997,Small,Tier 1,Supermarket Type1,3797.7970339423205
4391,FDR49,8.71,Low Fat,0.139444875,Canned,49.8376,OUT049,1999,Medium,Tier 1,Supermarket Type1,819.3520902667782
4392,FDS39,6.895,Low Fat,0.022495495,Meat,142.0812,OUT049,1999,Medium,Tier 1,Supermarket Type1,2337.34528078368
4393,FDI48,11.85,Regular,0.05544858,Baking Goods,52.3666,OUT027,1985,Medium,Tier 3,Supermarket Type3,1365.8830191160569
4394,DRM35,9.695,Low Fat,0.070554078,Hard Drinks,178.9344,OUT049,1999,Medium,Tier 1,Supermarket Type1,2959.2585383350347
4395,FDV57,15.25,Regular,0.065884096,Snack Foods,181.566,OUT035,2004,Small,Tier 2,Supermarket Type1,3192.27551570916
4396,FDZ55,6.055,Low Fat,0.025387558,Fruits and Vegetables,161.592,OUT013,1987,High,Tier 3,Supermarket Type1,2616.438408419747
4397,FDI28,14.3,Low Fat,0.026316724,Frozen Foods,78.1302,OUT035,2004,Small,Tier 2,Supermarket Type1,1344.660518085291
4398,FDS21,19.85,Regular,0.020918489,Snack Foods,63.3194,OUT045,2002,Small,Tier 2,Supermarket Type1,947.9232239215376
4399,FDT34,9.3,Low Fat,0.0,Snack Foods,106.3964,OUT013,1987,High,Tier 3,Supermarket Type1,1759.5666899734895
4400,DRI25,19.6,Low Fat,0.033895032,Soft Drinks,54.7614,OUT035,2004,Small,Tier 2,Supermarket Type1,897.2590644127807
4401,FDT47,5.26,Regular,0.041022765,Breads,95.2068,OUT010,1998,Small,Tier 3,Grocery Store,228.2159900383387
4402,DRH39,20.7,Low Fat,0.092878183,Dairy,75.167,OUT045,2002,Small,Tier 2,Supermarket Type1,1080.293720338108
4403,NCD54,21.1,Low Fat,0.029067775,Household,144.7786,OUT045,2002,Small,Tier 2,Supermarket Type1,2060.2092837743508
4404,FDU16,19.25,Regular,0.057992904,Frozen Foods,84.8908,OUT027,1985,Medium,Tier 3,Supermarket Type3,2215.2922596718513
4405,NCW29,14.0,Low Fat,0.028921492,Health and Hygiene,129.631,OUT045,2002,Small,Tier 2,Supermarket Type1,2030.0501584198105
4406,FDV25,5.905,Low Fat,0.04543117,Canned,221.1456,OUT027,1985,Medium,Tier 3,Supermarket Type3,6108.744421701658
4407,FDM56,16.7,Low Fat,0.070178316,Fruits and Vegetables,109.6912,OUT035,2004,Small,Tier 2,Supermarket Type1,1913.0555743729035
4408,FDZ04,9.31,Low Fat,0.037771295,Frozen Foods,64.951,OUT027,1985,Medium,Tier 3,Supermarket Type3,1676.4758962197216
4409,FDG59,15.85,Low Fat,0.075698157,Starchy Foods,37.2164,OUT019,1985,Small,Tier 1,Grocery Store,86.86290644729071
4410,FDI56,7.325,Low Fat,0.093574769,Fruits and Vegetables,90.3146,OUT045,2002,Small,Tier 2,Supermarket Type1,1404.6606429069523
4411,FDS33,6.67,Regular,0.123405255,Snack Foods,88.4514,OUT035,2004,Small,Tier 2,Supermarket Type1,1506.0218517537503
4412,FDC23,18.0,Low Fat,0.017934042,Starchy Foods,175.7686,OUT049,1999,Medium,Tier 1,Supermarket Type1,2935.566831582058
4413,FDT11,5.94,Regular,0.029418033,Breads,185.8556,OUT049,1999,Medium,Tier 1,Supermarket Type1,3173.549335682205
4414,FDG17,6.865,Regular,0.035912897,Frozen Foods,244.8486,OUT045,2002,Small,Tier 2,Supermarket Type1,3829.1267249492316
4415,FDZ44,8.185,Low Fat,0.038807601,Fruits and Vegetables,117.7808,OUT045,2002,Small,Tier 2,Supermarket Type1,1844.1881771563635
4416,FDJ52,7.145,Low Fat,0.017772062,Frozen Foods,160.9578,OUT013,1987,High,Tier 3,Supermarket Type1,2593.4528900185996
4417,DRI23,18.85,Low Fat,0.137196951,Hard Drinks,159.4578,OUT046,1997,Small,Tier 1,Supermarket Type1,2440.580465087088
4418,DRE15,13.35,Low Fat,0.029769107,Dairy,77.6012,OUT010,1998,Small,Tier 3,Grocery Store,182.98566566504073
4419,NCF07,9.0,Low Fat,0.031995886,Household,101.6016,OUT013,1987,High,Tier 3,Supermarket Type1,1635.1208612131247
4420,NCR29,7.565,Low Fat,0.054725828,Health and Hygiene,56.293,OUT049,1999,Medium,Tier 1,Supermarket Type1,900.7763653407372
4421,FDE44,14.65,Low Fat,0.300078353,Fruits and Vegetables,48.1692,OUT019,1985,Small,Tier 1,Grocery Store,140.30633666248653
4422,FDT23,7.72,Regular,0.074717347,Breads,79.6986,OUT035,2004,Small,Tier 2,Supermarket Type1,1374.2646106371008
4423,NCG06,16.35,Low Fat,0.029611916,Household,259.0646,OUT017,2007,Small,Tier 2,Supermarket Type1,4239.422119133865
4424,NCU41,18.85,Low Fat,0.087129095,Health and Hygiene,191.7846,OUT010,1998,Small,Tier 3,Grocery Store,454.51926408745794
4425,FDH46,6.935,Regular,0.041515796,Snack Foods,102.8332,OUT017,2007,Small,Tier 2,Supermarket Type1,1746.3149097676621
4426,FDV31,9.8,Low Fat,0.106628515,Fruits and Vegetables,177.737,OUT013,1987,High,Tier 3,Supermarket Type1,2919.4535929482513
4427,NCT41,15.7,Low Fat,0.0,Health and Hygiene,153.7024,OUT027,1985,Medium,Tier 3,Supermarket Type3,4130.590821003851
4428,FDE22,9.695,Low Fat,0.029429602,Snack Foods,160.392,OUT027,1985,Medium,Tier 3,Supermarket Type3,4215.176469864672
4429,FDC26,10.195,Low Fat,0.126639402,Canned,109.5886,OUT045,2002,Small,Tier 2,Supermarket Type1,1756.727406777404
4430,DRF51,15.75,Low Fat,0.166776273,Dairy,36.5506,OUT017,2007,Small,Tier 2,Supermarket Type1,594.8011066515608
4431,NCY53,20.0,Low Fat,0.102393277,Health and Hygiene,113.1544,OUT019,1985,Small,Tier 1,Grocery Store,260.05906828686545
4432,FDY21,15.1,Low Fat,0.174462585,Snack Foods,197.711,OUT017,2007,Small,Tier 2,Supermarket Type1,3374.0786358253727
4433,FDL27,6.17,Low Fat,0.010622102,Meat,64.5826,OUT013,1987,High,Tier 3,Supermarket Type1,1025.8927637415925
4434,FDZ34,6.695,Low Fat,0.07599649,Starchy Foods,194.182,OUT049,1999,Medium,Tier 1,Supermarket Type1,3223.52410036974
4435,NCF43,8.51,Low Fat,0.0869468,Household,144.347,OUT010,1998,Small,Tier 3,Grocery Store,331.828082244369
4436,FDC21,14.6,Regular,0.042950697,Fruits and Vegetables,108.4254,OUT035,2004,Small,Tier 2,Supermarket Type1,1923.5298434328877
4437,FDL26,18.0,Low Fat,0.073131911,Canned,156.0972,OUT013,1987,High,Tier 3,Supermarket Type1,2590.8584228408245
4438,FDT25,7.5,Low Fat,0.08494673,Canned,120.5072,OUT010,1998,Small,Tier 3,Grocery Store,292.1724068132644
4439,NCR30,20.6,Low Fat,0.0,Household,74.9696,OUT046,1997,Small,Tier 1,Supermarket Type1,1120.2820467405975
4440,DRL23,18.35,Low Fat,0.026795874,Hard Drinks,105.8938,OUT019,1985,Small,Tier 1,Grocery Store,251.4514981832112
4441,NCR05,10.1,Low Fat,0.054715771,Health and Hygiene,197.8084,OUT049,1999,Medium,Tier 1,Supermarket Type1,3352.376842083173
4442,NCE19,8.97,Low Fat,0.093393523,Household,54.0956,OUT018,2009,Medium,Tier 3,Supermarket Type2,721.7087261292386
4443,FDY07,11.8,Low Fat,0.0,Fruits and Vegetables,44.1402,OUT035,2004,Small,Tier 2,Supermarket Type1,751.7779458039506
4444,FDB10,10.0,Low Fat,0.0,Snack Foods,235.559,OUT017,2007,Small,Tier 2,Supermarket Type1,4102.74457533846
4445,FDP57,17.5,Low Fat,0.052400475,Snack Foods,105.099,OUT013,1987,High,Tier 3,Supermarket Type1,1718.584111357844
4446,FDU48,18.85,Low Fat,0.096925504,Baking Goods,131.3284,OUT019,1985,Small,Tier 1,Grocery Store,309.17558477917083
4447,FDH48,13.5,Low Fat,0.060468922,Baking Goods,85.254,OUT035,2004,Small,Tier 2,Supermarket Type1,1475.1992115545354
4448,FDO33,14.75,Low Fat,0.089305571,Snack Foods,115.5518,OUT035,2004,Small,Tier 2,Supermarket Type1,1991.574807808304
4449,NCU29,7.685,Low Fat,0.025529117,Health and Hygiene,147.876,OUT045,2002,Small,Tier 2,Supermarket Type1,2269.1770812033415
4450,FDW35,10.6,Low Fat,0.011089224,Breads,41.8454,OUT046,1997,Small,Tier 1,Supermarket Type1,657.6959489230412
4451,FDH05,14.35,Regular,0.152170799,Frozen Foods,231.9984,OUT010,1998,Small,Tier 3,Grocery Store,567.1181393074366
4452,FDP26,7.785,Low Fat,0.0,Dairy,104.4306,OUT049,1999,Medium,Tier 1,Supermarket Type1,1746.5451085803827
4453,DRG27,8.895,Low Fat,0.105090817,Dairy,41.5138,OUT035,2004,Small,Tier 2,Supermarket Type1,675.6408201269313
4454,FDQ33,13.35,Low Fat,0.091207161,Snack Foods,151.8708,OUT046,1997,Small,Tier 1,Supermarket Type1,2394.229080215625
4455,FDH20,16.1,Regular,0.041759701,Fruits and Vegetables,98.041,OUT010,1998,Small,Tier 3,Grocery Store,241.49219720240245
4456,FDV14,19.85,Low Fat,0.044497478,Dairy,89.7856,OUT046,1997,Small,Tier 1,Supermarket Type1,1367.7754706191945
4457,DRD01,12.1,Regular,0.061175535,Soft Drinks,54.8614,OUT046,1997,Small,Tier 1,Supermarket Type1,866.5441265684252
4458,NCI17,8.645,Low Fat,0.0,Health and Hygiene,96.441,OUT049,1999,Medium,Tier 1,Supermarket Type1,1630.7760914479904
4459,FDF39,14.85,Regular,0.032657896,Dairy,263.191,OUT010,1998,Small,Tier 3,Grocery Store,607.2312807272974
4460,FDX37,16.2,Low Fat,0.063029339,Canned,100.47,OUT046,1997,Small,Tier 1,Supermarket Type1,1668.1131829935473
4461,NCX17,21.25,Low Fat,0.113581951,Health and Hygiene,234.93,OUT035,2004,Small,Tier 2,Supermarket Type1,3774.965270923261
4462,FDN03,9.8,Regular,0.015077408,Meat,250.9408,OUT013,1987,High,Tier 3,Supermarket Type1,4124.803103937875
4463,NCS41,12.85,Low Fat,0.089454322,Health and Hygiene,183.2608,OUT010,1998,Small,Tier 3,Grocery Store,439.5705260627186
4464,FDH34,8.63,Low Fat,0.031158308,Snack Foods,184.2582,OUT045,2002,Small,Tier 2,Supermarket Type1,2889.1072220551946
4465,NCX53,20.1,Low Fat,0.014998688,Health and Hygiene,142.6154,OUT018,2009,Medium,Tier 3,Supermarket Type2,1928.038185428055
4466,FDY31,5.98,Low Fat,0.043562851,Fruits and Vegetables,147.9418,OUT046,1997,Small,Tier 1,Supermarket Type1,2317.5259749318116
4467,FDD20,14.15,Low Fat,0.020831693,Fruits and Vegetables,126.4046,OUT017,2007,Small,Tier 2,Supermarket Type1,2183.7452944462593
4468,FDE51,5.925,Regular,0.096662969,Dairy,45.3086,OUT045,2002,Small,Tier 2,Supermarket Type1,669.3978317263194
4469,FDV27,7.97,Regular,0.03999003,Meat,86.8514,OUT046,1997,Small,Tier 1,Supermarket Type1,1387.8599044806128
4470,FDF16,7.3,Low Fat,0.086116086,Frozen Foods,148.4076,OUT035,2004,Small,Tier 2,Supermarket Type1,2480.375976108512
4471,FDZ02,6.905,Regular,0.038206735,Dairy,96.1726,OUT049,1999,Medium,Tier 1,Supermarket Type1,1597.473899953676
4472,NCK05,20.1,Low Fat,0.077611332,Health and Hygiene,63.0536,OUT045,2002,Small,Tier 2,Supermarket Type1,917.8018917939715
4473,FDM12,16.7,Regular,0.069578418,Baking Goods,190.2214,OUT027,1985,Medium,Tier 3,Supermarket Type3,5227.010424182134
4474,NCA05,20.75,Low Fat,0.025233003,Health and Hygiene,150.1734,OUT018,2009,Medium,Tier 3,Supermarket Type2,1984.4456451504907
4475,FDX33,9.195,Regular,0.117723097,Snack Foods,159.5578,OUT045,2002,Small,Tier 2,Supermarket Type1,2472.201716814925
4476,FDM25,10.695,Regular,0.0,Breakfast,176.1712,OUT049,1999,Medium,Tier 1,Supermarket Type1,3095.419424845571
4477,FDE41,9.195,Regular,0.064274939,Frozen Foods,85.8566,OUT018,2009,Medium,Tier 3,Supermarket Type2,1214.0480299338874
4478,FDW14,8.3,Regular,0.038289031,Dairy,88.4198,OUT045,2002,Small,Tier 2,Supermarket Type1,1373.1964707490718
4479,NCD30,19.7,Low Fat,0.026849263,Household,95.8726,OUT046,1997,Small,Tier 1,Supermarket Type1,1468.7952624714824
4480,FDB23,19.2,Regular,0.009354173,Starchy Foods,226.0062,OUT010,1998,Small,Tier 3,Grocery Store,547.6045037466122
4481,FDF45,18.2,Regular,0.012204712,Fruits and Vegetables,60.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,957.377315770723
4482,FDW20,20.75,Low Fat,0.024286028,Fruits and Vegetables,124.873,OUT017,2007,Small,Tier 2,Supermarket Type1,2017.4321216120602
4483,FDF47,20.85,Low Fat,0.097816206,Starchy Foods,222.7746,OUT045,2002,Small,Tier 2,Supermarket Type1,3307.3365362656605
4484,NCR05,10.1,Low Fat,0.095651539,Health and Hygiene,200.4084,OUT019,1985,Small,Tier 1,Grocery Store,486.6250691959268
4485,DRB01,7.39,Low Fat,0.082239384,Soft Drinks,187.753,OUT046,1997,Small,Tier 1,Supermarket Type1,3023.7686793322623
4486,FDE36,5.26,Regular,0.041737624,Baking Goods,164.4868,OUT013,1987,High,Tier 3,Supermarket Type1,2667.5875016848127
4487,FDU56,16.85,Low Fat,0.044483108,Fruits and Vegetables,184.2266,OUT049,1999,Medium,Tier 1,Supermarket Type1,3158.8113178182693
4488,FDB23,19.2,Regular,0.00559729,Starchy Foods,224.8062,OUT049,1999,Medium,Tier 1,Supermarket Type1,3834.082221648054
4489,FDN48,13.35,Low Fat,0.065051711,Baking Goods,91.1804,OUT049,1999,Medium,Tier 1,Supermarket Type1,1540.7476130313871
4490,FDS43,11.65,Low Fat,0.040481173,Fruits and Vegetables,188.024,OUT013,1987,High,Tier 3,Supermarket Type1,3142.674843382623
4491,NCN05,8.235,Low Fat,0.014447639,Health and Hygiene,183.895,OUT013,1987,High,Tier 3,Supermarket Type1,3027.2701776412337
4492,NCL53,7.5,Low Fat,0.036291254,Health and Hygiene,176.2028,OUT049,1999,Medium,Tier 1,Supermarket Type1,2926.6464986281717
4493,FDL56,14.1,Low Fat,0.125780608,Fruits and Vegetables,86.9198,OUT046,1997,Small,Tier 1,Supermarket Type1,1398.975901418998
4494,FDH17,16.2,Regular,0.016721179,Frozen Foods,96.1726,OUT018,2009,Medium,Tier 3,Supermarket Type2,1397.9367371107346
4495,FDP37,15.6,Low Fat,0.143105952,Breakfast,126.7994,OUT046,1997,Small,Tier 1,Supermarket Type1,2051.888154400465
4497,FDA55,17.2,Regular,0.057104603,Fruits and Vegetables,223.1088,OUT045,2002,Small,Tier 2,Supermarket Type1,3652.9837437437445
4498,FDX31,20.35,Regular,0.014848655,Fruits and Vegetables,234.3958,OUT049,1999,Medium,Tier 1,Supermarket Type1,3919.7560822883574
4499,FDJ41,6.85,Low Fat,0.022929688,Frozen Foods,261.4594,OUT045,2002,Small,Tier 2,Supermarket Type1,3893.0835938636965
4500,DRC24,17.85,Low Fat,0.024871616,Soft Drinks,155.7998,OUT045,2002,Small,Tier 2,Supermarket Type1,2447.499228975767
4501,FDQ21,21.25,Low Fat,0.01941956,Snack Foods,122.5756,OUT035,2004,Small,Tier 2,Supermarket Type1,1956.226681372583
4502,NCT54,8.695,Low Fat,0.119778027,Household,93.9094,OUT045,2002,Small,Tier 2,Supermarket Type1,1431.1167743305086
4503,FDH08,7.51,Low Fat,0.017456177,Fruits and Vegetables,230.101,OUT049,1999,Medium,Tier 1,Supermarket Type1,3959.0142447358453
4504,FDY38,13.6,Regular,0.119661905,Dairy,233.63,OUT018,2009,Medium,Tier 3,Supermarket Type2,3365.810980298089
4505,DRM11,6.57,Low Fat,0.110586928,Hard Drinks,261.0278,OUT010,1998,Small,Tier 3,Grocery Store,582.7025668618384
4506,FDG32,19.85,Low Fat,0.176269152,Fruits and Vegetables,221.6772,OUT049,1999,Medium,Tier 1,Supermarket Type1,3634.4662839524312
4507,NCH18,9.3,Low Fat,0.04466123,Household,245.2802,OUT046,1997,Small,Tier 1,Supermarket Type1,3838.752419917973
4508,FDI20,19.1,Low Fat,0.038556468,Fruits and Vegetables,211.2586,OUT035,2004,Small,Tier 2,Supermarket Type1,3688.814910660134
4509,FDA33,6.48,Low Fat,0.034037991,Snack Foods,147.2076,OUT018,2009,Medium,Tier 3,Supermarket Type2,2030.9854531820777
4510,FDN45,19.35,Low Fat,0.118004487,Snack Foods,223.3088,OUT013,1987,High,Tier 3,Supermarket Type1,3623.025691710768
4511,FDT45,15.85,Low Fat,0.095930954,Snack Foods,56.0956,OUT010,1998,Small,Tier 3,Grocery Store,129.90781419415254
4512,FDR32,6.78,Regular,0.085791732,Fruits and Vegetables,228.9694,OUT035,2004,Small,Tier 2,Supermarket Type1,4038.334934098791
4513,FDA48,12.1,Low Fat,0.115523835,Baking Goods,220.8114,OUT017,2007,Small,Tier 2,Supermarket Type1,3849.290422387229
4514,FDN23,6.575,Regular,0.075934861,Breads,144.8444,OUT017,2007,Small,Tier 2,Supermarket Type1,2443.738853067978
4515,NCR18,15.85,Low Fat,0.020483751,Household,43.2112,OUT035,2004,Small,Tier 2,Supermarket Type1,716.7898409240429
4516,FDD45,8.615,Low Fat,0.116248965,Fruits and Vegetables,94.1436,OUT046,1997,Small,Tier 1,Supermarket Type1,1500.88217227952
4517,FDI22,12.6,Low Fat,0.096604361,Snack Foods,207.0612,OUT018,2009,Medium,Tier 3,Supermarket Type2,2988.9846615246793
4518,FDT09,15.15,Regular,0.0,Snack Foods,132.9284,OUT013,1987,High,Tier 3,Supermarket Type1,2232.0419188619026
4519,DRC24,17.85,Low Fat,0.02470108,Soft Drinks,154.0998,OUT027,1985,Medium,Tier 3,Supermarket Type3,4110.98750074893
4520,FDT39,6.26,Regular,0.009867915,Meat,149.1366,OUT046,1997,Small,Tier 1,Supermarket Type1,2368.6894700310168
4521,FDX28,6.325,Low Fat,0.125431986,Frozen Foods,98.4042,OUT045,2002,Small,Tier 2,Supermarket Type1,1507.0653048926936
4522,FDA50,16.25,Low Fat,0.087530252,Dairy,95.141,OUT018,2009,Medium,Tier 3,Supermarket Type2,1338.9676997018814
4523,FDT33,7.81,Regular,0.033826055,Snack Foods,168.4158,OUT027,1985,Medium,Tier 3,Supermarket Type3,4470.87916924476
4524,FDQ60,6.195,Regular,0.10954449,Baking Goods,120.4098,OUT049,1999,Medium,Tier 1,Supermarket Type1,2008.52705518861
4525,NCM19,12.65,Low Fat,0.04742967,Others,112.0202,OUT018,2009,Medium,Tier 3,Supermarket Type2,1593.4068801792507
4526,FDF40,20.25,Regular,0.022512133,Dairy,248.4092,OUT046,1997,Small,Tier 1,Supermarket Type1,3793.8115953825995
4527,NCI30,20.25,Low Fat,0.058924378,Household,245.046,OUT035,2004,Small,Tier 2,Supermarket Type1,3964.8239955743024
4528,FDK34,13.35,Low Fat,0.038586582,Snack Foods,238.0564,OUT049,1999,Medium,Tier 1,Supermarket Type1,4052.7851197828745
4529,FDA38,5.44,Low Fat,0.025356532,Dairy,239.4538,OUT027,1985,Medium,Tier 3,Supermarket Type3,6263.6642883714685
4530,FDT02,12.6,Low Fat,0.024243799,Dairy,36.9874,OUT045,2002,Small,Tier 2,Supermarket Type1,562.3895848823923
4531,FDC11,20.5,Low Fat,0.142594879,Starchy Foods,87.7172,OUT017,2007,Small,Tier 2,Supermarket Type1,1387.4767562815834
4532,FDD08,8.3,Low Fat,0.035354361,Fruits and Vegetables,39.9506,OUT046,1997,Small,Tier 1,Supermarket Type1,619.9866661725932
4533,NCS29,9.0,Low Fat,0.069545461,Health and Hygiene,262.9884,OUT046,1997,Small,Tier 1,Supermarket Type1,3970.9061841628513
4534,DRI03,6.03,Low Fat,0.038001328,Dairy,176.6028,OUT010,1998,Small,Tier 3,Grocery Store,411.5771042898359
4535,FDK48,7.445,Low Fat,0.037625107,Baking Goods,73.2354,OUT035,2004,Small,Tier 2,Supermarket Type1,1238.8322712480137
4536,FDM52,15.1,Low Fat,0.026033836,Frozen Foods,149.5076,OUT049,1999,Medium,Tier 1,Supermarket Type1,2502.408332296249
4537,FDP49,9.0,Regular,0.069075897,Breakfast,57.0614,OUT035,2004,Small,Tier 2,Supermarket Type1,972.4218969735068
4538,DRA24,19.35,Regular,0.039928237,Soft Drinks,164.5868,OUT046,1997,Small,Tier 1,Supermarket Type1,2612.189787521301
4539,NCJ43,6.635,Low Fat,0.027111488,Household,172.5396,OUT049,1999,Medium,Tier 1,Supermarket Type1,2818.650384660155
4540,FDE11,17.7,Regular,0.135369952,Starchy Foods,183.6924,OUT045,2002,Small,Tier 2,Supermarket Type1,2881.8640357577297
4541,FDP01,20.75,Regular,0.063424403,Breakfast,154.3682,OUT049,1999,Medium,Tier 1,Supermarket Type1,2480.555081536461
4542,FDQ59,9.8,Regular,0.056616236,Breads,84.6908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1215.0630956571142
4543,FDA43,10.895,Low Fat,0.113238888,Fruits and Vegetables,194.5794,OUT019,1985,Small,Tier 1,Grocery Store,476.78193116537904
4544,FDL14,8.115,Regular,0.03234077,Canned,154.3972,OUT017,2007,Small,Tier 2,Supermarket Type1,2693.6500431176305
4545,FDV50,14.3,Low Fat,0.0,Dairy,124.173,OUT010,1998,Small,Tier 3,Grocery Store,298.8109390892099
4546,FDT01,13.65,Regular,0.183275872,Canned,210.4902,OUT027,1985,Medium,Tier 3,Supermarket Type3,5879.340089108701
